label,sample,height,del13C,del18O,lab,biozone,biozone label,reference,locality,geographic location,standard material,temperature during sample digestion ,reference,sample material,external repr. del13C,external repr. del18O,latitude,longitude
"Meishan D (Cao et al., 2002)",NA,-725,3.49,-5.34,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-737,3.27,-7.65,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-787,3.34,-6.22,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-997,3.4,-6.63,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1097,3.2,-5.56,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1197,3.33,-6.28,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1297,4.65,-2.97,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1397,3.45,-7.31,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1497,4.28,-5.71,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1597,4.04,-6.59,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1697,2.65,-6.58,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1797,3.82,-6.94,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.43,-5.85,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.36,-6.11,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.55,-5.19,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.46,-5.63,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,3.56,-5.73,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,3.81,-6.03,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,3.87,-5.61,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.14,-5.67,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.06,-5.97,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-1897,4.06,-5.85,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2007,2.95,-5.21,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2007,3.06,-4.77,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2097,3.17,-5.39,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2197,2.77,-5.94,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2297,2.76,-6.12,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2387,2.42,-5.72,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2387,2.54,-5.53,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2387,2.59,-5.68,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2507,2.5,-5.27,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2507,3.05,-5.09,Nanjing Institute of Geology and Palaeontology,C. chanxingensis,D,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2587,3.11,-5.57,Nanjing Institute of Geology and Palaeontology,C. subcarinata,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2697,2.56,-6.64,Nanjing Institute of Geology and Palaeontology,C. subcarinata,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2777,3.23,-5.35,Nanjing Institute of Geology and Palaeontology,C. subcarinata,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-2937,3.04,-5.2,Nanjing Institute of Geology and Palaeontology,C. subcarinata,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-3097,3.73,-6.41,Nanjing Institute of Geology and Palaeontology,C. wangi,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-3197,3.34,-5.51,Nanjing Institute of Geology and Palaeontology,C. wangi,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-3297,3.34,-6.17,Nanjing Institute of Geology and Palaeontology,C. wangi,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
"Meishan D (Cao et al., 2002)",NA,-3397,2.77,-8.9,Nanjing Institute of Geology and Palaeontology,C. wangi,C,"Cao, C., Wang, W., and Jin, Y.: Carbon isotope excursions across the Permian-Triassic boundary in the Meishan section , Zhejiang Province, China, Chinese Science Bulletin, 47, 1125–1129, doi:10.1360/02tb9252, http://link.springer.com/article/10.1360/02tb9252, 2002.",Meishan,China,GBW04405,25,PDB,bulk carbonate rock,0.03,0.03,31.1,119.7
